NQUEST,GIUDINT1,GIUDINT5,GIUDINT2,GIUDINT3,GIUDINT4
209081,3,3,3,3,4
209088,4,2,4,3,4
210002,3,2,4,3,5
210003,4,2,4,3,5
210008,2,4,3,4,5
210014,3,2,4,4,5
210017,3,2,4,3,5
210020,3,3,4,3,5
210023,4,2,4,3,5
210025,3,3,4,4,5
210026,2,4,4,3,5
210027,4,2,4,3,5
210029,4,2,4,3,5
210030,5,1,5,4,5
210032,4,3,4,3,5
210044,3,3,4,3,5
210050,5,2,4,3,5
210051,4,3,4,3,5
210077,3,3,4,3,4
210081,2,3,4,3,5
211001,5,1,4,3,5
211014,5,1,3,1,2
211021,4,1,4,3,4
211022,4,1,4,2,4
211028,5,1,4,2,5
211029,5,1,4,3,4
211032,4,1,4,3,5
211035,5,1,4,3,4
211038,5,1,3,3,4
211039,4,2,3,2,4
211040,4,2,4,2,4
211041,4,2,4,3,4
211042,5,1,4,2,4
211043,4,1,3,2,4
211052,5,1,4,2,5
211064,5,1,4,2,4
211068,5,1,4,2,5
211085,5,2,5,4,5
212001,4,2,3,3,5
212004,2,4,1,3,3
212006,5,2,3,3,2
212008,4,3,3,4,5
212011,3,3,3,4,5
212034,4,2,2,3,3
212052,4,3,3,3,4
212068,4,1,2,4,5
212078,3,2,2,3,4
213004,2,4,2,3,4
213008,5,1,4,4,5
213022,3,3,2,3,5
213026,3,3,3,3,5
213086,5,1,5,4,5
213095,4,1,4,3,5
213121,5,1,4,4,5
213139,5,1,5,4,5
213140,3,2,4,4,5
213141,3,1,4,3,4
213149,4,1,4,3,4
213156,3,3,4,3,5
213157,5,1,4,3,5
213159,2,2,2,3,3
213160,3,2,2,4,3
213161,4,2,4,3,4
213166,5,1,5,4,5
213184,4,1,4,3,5
213189,3,3,3,4,5
213193,2,2,3,3,3
213196,5,1,4,3,5
213202,5,1,4,4,5
213204,5,1,5,3,5
213209,5,1,1,4,5
213220,5,1,5,4,5
213242,5,1,4,4,5
213248,4,1,4,4,5
213249,3,3,3,3,4
213251,4,1,3,4,5
213257,5,1,4,4,5
213263,2,2,3,3,4
213271,5,1,4,3,5
213274,4,1,4,3,4
213288,4,1,4,3,5
213295,4,1,4,3,5
213304,5,1,4,4,5
213315,5,1,3,3,5
213320,5,2,5,3,4
213322,4,1,3,3,4
213344,4,3,3,4,5
213382,5,1,4,3,5
213391,4,1,1,3,3
213394,4,1,4,4,5
213395,5,1,3,4,5
213399,5,1,5,4,5
213404,5,1,5,4,5
213406,5,1,4,3,5
213407,3,2,1,3,5
213410,4,1,4,3,4
213426,4,1,4,4,5
213427,5,1,5,4,5
213433,5,1,4,3,5
213440,5,1,4,3,5
213441,5,1,4,3,5
213445,5,1,4,4,5
213453,4,1,3,3,4
213456,5,1,3,4,5
213461,3,3,4,3,4
213463,4,1,4,3,5
213477,4,2,2,3,4
213478,4,1,3,4,5
213482,4,1,3,3,4
213484,5,1,3,3,4
213487,5,1,3,3,5
213496,3,1,2,3,5
213509,5,1,3,4,5
213512,5,1,3,3,4
213520,5,1,4,3,4
213523,5,1,3,4,5
213559,5,1,3,3,5
213560,5,1,3,3,5
213564,4,1,4,4,5
213568,4,3,3,3,5
213569,3,1,4,3,4
213583,4,1,2,3,4
213590,5,1,5,4,5
213593,5,1,3,4,5
213599,2,3,2,3,5
213608,5,1,4,4,5
213609,5,1,1,4,5
213618,5,1,4,3,5
213620,3,2,2,4,5
213622,1,4,1,2,4
213625,5,1,4,4,5
213626,5,1,3,4,5
213628,5,1,3,4,5
213634,5,1,3,4,5
213638,5,1,2,3,5
213644,4,1,4,3,5
213648,5,1,3,3,5
213654,4,2,2,4,5
213661,5,1,2,3,5
213671,5,1,5,3,5
213673,5,1,3,3,5
213674,2,1,2,3,4
213678,5,1,2,3,4
213688,5,1,4,3,5
213689,5,1,1,4,5
213690,5,3,3,3,5
213693,2,3,1,2,4
213696,4,1,4,3,4
213700,4,1,3,3,5
213708,5,5,4,3,5
213711,5,1,4,3,5
213713,4,1,2,3,5
213714,4,1,4,3,4
213715,5,1,4,4,5
213745,5,1,4,4,5
213750,5,1,4,3,4
214007,3,4,2,3,4
214008,4,3,3,2,4
214018,3,3,3,3,4
214025,5,2,4,3,4
214027,3,4,2,2,4
214050,1,2,1,3,3
214064,4,2,1,4,5
214067,2,2,3,3,3
214068,3,4,2,3,4
214070,2,3,3,3,4
214083,4,4,3,2,3
215002,2,4,1,3,3
215004,4,3,3,3,5
215006,3,3,3,3,3
215007,3,3,3,2,5
215011,4,3,2,3,5
215015,4,2,3,3,5
215016,4,3,3,2,5
215017,4,2,3,3,5
215018,4,3,3,2,5
215021,5,3,3,3,5
215023,4,3,3,3,5
215024,3,3,2,2,5
215036,4,3,3,3,5
215040,4,2,3,3,5
215052,4,3,2,2,4
215055,4,3,2,2,4
215060,4,2,3,2,5
215061,4,2,3,3,5
215072,3,3,2,2,4
215075,2,2,3,2,4
215077,4,3,3,3,5
216008,1,4,1,2,1
216009,5,1,5,4,5
216011,5,1,5,4,5
216019,4,2,4,4,5
216021,3,2,3,3,3
216022,5,1,5,4,5
216024,5,1,5,4,5
216041,4,2,4,4,5
216049,5,1,5,4,5
216051,4,1,4,4,5
216052,4,2,4,4,5
216054,3,3,3,3,4
216057,2,3,3,3,4
216063,4,2,4,4,5
216065,4,2,4,4,5
217002,3,3,3,3,4
217004,4,1,4,3,4
217009,3,3,4,3,4
217013,4,2,4,3,4
217016,4,1,4,3,4
217019,3,2,3,3,3
217021,4,2,4,3,4
217022,2,3,3,3,3
217023,2,3,3,3,4
217025,5,1,4,3,5
217026,4,2,4,3,4
217027,3,2,3,3,4
217032,4,2,3,3,4
217041,4,3,3,3,4
217052,4,2,3,2,3
217062,3,2,4,3,4
217063,3,2,3,3,3
217076,3,3,3,3,4
217081,5,1,4,3,5
217083,3,3,3,3,3
218001,4,1,4,3,5
218009,2,3,4,3,5
218015,1,4,2,3,2
218031,4,2,3,3,4
218054,4,1,4,3,5
218056,2,2,3,2,3
218066,3,1,4,2,5
218069,2,3,3,3,4
219002,5,1,3,3,3
219003,3,3,3,2,3
219004,4,3,3,3,3
219007,5,2,3,2,3
219008,4,2,3,3,3
219010,2,3,3,2,3
219012,2,2,3,3,3
219014,5,1,3,3,4
219024,2,4,3,2,3
219025,5,3,3,3,3
219026,3,3,3,3,3
219030,5,2,3,2,3
219031,2,3,3,2,3
219032,5,1,3,3,3
219036,2,3,3,2,4
219038,2,2,3,3,3
219041,5,2,3,3,2
219045,5,2,3,2,3
219074,4,3,3,3,3
219078,5,2,2,2,3
219079,5,1,3,2,2
219082,5,2,3,3,3
219084,3,3,3,2,3
220006,5,1,5,4,5
220007,3,3,3,3,5
220012,5,1,5,4,5
220022,5,2,4,4,5
220023,5,3,3,3,4
220027,5,2,4,4,5
220031,5,1,4,4,5
220041,5,1,5,4,5
220044,5,4,3,3,5
220050,5,1,4,4,5
220054,5,1,5,4,5
220055,5,1,3,3,5
220056,4,3,5,3,5
220059,5,3,3,3,4
220060,5,3,3,3,5
220061,5,1,5,4,5
220065,5,1,5,4,5
220066,5,1,5,3,5
220070,5,3,4,3,5
220072,3,3,3,3,5
220075,5,1,5,4,5
220078,5,1,4,3,5
220081,5,1,5,4,5
220083,4,1,4,3,5
220084,5,1,5,3,5
220087,5,1,5,4,5
220088,5,2,4,3,5
220089,5,3,5,3,4
220090,5,2,3,3,5
221002,5,1,4,4,5
221003,4,1,3,3,4
221005,3,1,3,3,4
221007,4,1,4,3,4
221008,4,1,4,3,4
221010,4,1,3,3,4
221011,3,1,3,2,3
221012,4,1,4,3,4
221021,3,2,2,2,3
221022,5,1,4,4,5
221023,4,1,4,4,5
221027,4,1,3,3,4
221029,4,1,4,3,4
221030,5,1,5,4,5
221031,3,2,3,3,4
221041,4,1,4,4,5
221044,5,1,4,4,5
221045,5,1,5,4,5
221048,3,2,2,3,3
221081,5,1,5,4,5
221085,4,2,4,3,4
221087,4,1,4,4,5
221089,5,1,4,3,4
222003,4,2,4,3,5
222013,3,3,3,3,3
222015,3,3,2,3,3
222035,4,2,4,4,5
222036,4,3,3,2,3
222038,4,3,2,2,3
222041,3,3,2,2,3
222046,2,3,3,4,5
222053,4,1,4,3,5
222071,4,2,3,3,4
222074,4,2,3,2,4
223035,4,2,4,4,4
223060,4,2,4,4,4
223061,4,1,4,4,5
224003,4,2,4,3,4
224019,4,1,4,4,4
224028,4,2,4,4,4
224029,4,2,4,4,4
224039,4,2,4,4,4
224044,5,1,4,4,4
224048,4,2,4,4,4
224051,4,2,4,3,4
224061,4,2,4,4,4
224064,4,2,4,3,4
224071,4,1,4,4,4
225009,3,2,3,3,3
225011,4,1,4,4,5
225012,4,1,4,3,4
225019,2,2,4,4,4
225020,4,1,4,4,5
225027,4,2,4,3,4
225030,3,2,4,3,4
225038,4,1,4,4,5
225039,4,1,4,3,4
225041,4,1,4,3,4
225045,2,3,4,3,4
225046,4,1,4,4,5
225061,5,1,5,4,5
225063,4,2,4,3,4
225070,5,1,5,4,5
225075,5,1,4,3,5
225082,3,2,3,2,3
225086,4,2,4,3,4
225089,4,1,4,4,4
227003,5,1,4,4,5
227006,4,1,4,3,5
227007,4,1,4,3,5
227036,5,1,3,4,5
227038,5,1,5,4,5
228004,5,2,4,4,5
228016,4,2,4,4,5
228032,3,3,4,4,5
228036,4,2,4,4,5
228040,4,2,4,4,5
228047,2,3,3,3,4
228056,4,1,4,4,5
228057,2,2,3,3,4
229001,3,3,3,3,5
229002,2,4,2,3,4
229004,3,3,4,3,5
229006,2,4,3,3,5
229014,4,2,4,3,5
229017,2,3,2,2,4
229018,3,3,4,3,5
229020,3,3,3,3,4
229037,3,3,3,3,5
229041,4,3,3,3,5
229043,3,3,4,3,5
229044,3,3,3,3,5
229049,3,3,4,3,5
229051,4,2,4,3,5
229052,3,3,3,3,5
229056,4,3,4,3,5
229057,3,3,3,3,5
229058,3,3,3,3,5
229069,3,3,4,3,5
229071,3,3,4,3,5
229072,3,3,3,3,5
229073,4,3,4,3,5
229076,1,4,1,2,4
230003,2,2,3,3,4
230012,2,2,3,3,4
230015,3,2,3,2,4
230023,4,1,4,2,5
230029,4,2,2,3,4
230030,3,2,2,2,3
230033,5,1,4,3,5
230034,2,3,2,3,4
230037,3,3,3,3,3
230039,3,2,2,3,4
230042,3,2,3,3,4
230043,3,2,2,3,4
230048,3,2,2,2,3
230050,3,2,2,2,4
230053,1,4,1,1,1
230055,1,4,3,3,4
230057,2,3,2,2,3
230060,3,2,2,2,4
230061,4,3,3,3,4
230087,4,1,3,2,4
231003,5,1,5,3,5
231028,3,3,3,4,4
231034,5,1,4,4,4
231041,4,2,4,3,5
232001,1,3,1,4,5
232002,2,3,1,3,2
232003,2,4,2,3,5
232004,2,3,1,3,5
232005,3,2,1,3,5
232006,2,3,1,1,5
232007,3,3,1,4,5
232011,3,1,2,4,4
232017,1,4,1,3,3
232025,4,2,2,3,4
232042,2,3,1,4,5
232053,1,4,1,2,3
232057,1,4,1,3,4
232066,1,4,1,4,4
232070,2,3,1,3,2
232074,2,3,1,3,5
232075,5,1,2,4,5
232076,5,1,2,4,5
232083,4,3,2,3,5
232085,3,2,1,4,5
233024,3,3,2,3,2
233076,4,1,4,3,4
234001,5,2,2,2,4
234005,4,2,3,3,5
234008,5,1,4,3,5
234021,4,2,4,4,5
234026,5,1,5,4,5
234031,5,1,4,3,5
234040,4,2,4,3,4
234041,4,2,4,3,4
234043,5,1,5,4,5
234057,5,1,4,3,5
234061,4,1,5,4,5
234072,5,2,4,3,5
234075,4,2,3,3,4
234084,4,2,3,3,4
235004,5,1,4,3,5
235016,4,1,3,4,4
235017,5,1,4,4,5
235020,5,1,5,4,5
235025,3,3,1,2,3
235031,5,1,4,4,5
235035,4,1,4,4,5
235040,4,3,4,3,5
235041,5,1,5,4,5
235042,5,1,5,4,5
235050,5,1,5,4,5
235051,5,1,5,3,5
235061,4,3,4,4,4
235070,4,1,4,4,5
235073,4,1,4,4,5
235074,3,3,4,3,4
235086,4,3,4,3,5
235090,5,1,4,3,5
236001,5,1,4,4,5
236005,4,2,3,3,5
236008,5,1,3,3,4
236014,4,2,2,3,4
236016,3,3,2,4,4
236019,2,3,2,3,4
236023,4,1,4,3,4
236034,4,3,2,2,4
236036,4,3,1,4,4
236037,4,3,2,2,4
236039,4,1,4,4,4
236057,3,3,2,3,4
236063,3,2,3,3,4
236067,4,3,3,3,4
236068,4,2,4,4,4
236069,5,1,4,4,5
236071,4,1,3,3,4
236072,4,1,3,1,4
236077,4,3,3,3,4
236086,4,3,3,3,4
236087,4,2,4,3,4
236088,4,1,4,4,4
237003,4,2,2,3,3
237010,2,4,1,3,2
237013,2,3,2,3,2
237015,4,2,2,3,3
237018,2,3,1,3,1
237023,2,3,1,2,1
237025,4,2,1,2,3
237028,3,3,2,3,2
237034,3,2,3,3,3
237035,4,2,4,3,4
237038,3,3,3,3,3
237042,4,3,1,2,1
237052,3,3,2,2,3
237057,3,3,3,2,3
237060,4,2,1,2,1
238003,2,4,2,3,4
238004,4,3,4,4,3
238005,3,3,4,3,5
238006,4,3,4,4,4
238012,4,3,4,4,5
238016,1,1,3,4,5
238023,2,3,2,3,4
238024,1,3,1,4,4
238032,3,3,2,3,4
238036,3,3,3,3,5
238037,4,3,4,4,4
238038,4,3,2,4,4
238040,2,3,1,4,4
238043,2,3,1,4,4
238048,2,2,2,4,5
238052,4,3,1,4,5
238053,2,4,3,3,4
238055,4,3,3,4,4
238064,2,3,3,3,3
238069,5,1,2,2,5
238074,2,3,1,4,3
238085,4,3,3,3,4
239004,4,3,3,3,4
239009,4,2,2,3,3
239014,4,2,4,3,5
239030,3,3,2,2,3
239045,2,3,1,2,1
239050,4,1,3,3,3
239075,3,3,2,3,4
240006,5,1,2,4,5
240008,2,3,2,3,4
240015,3,3,2,3,3
240016,2,3,2,3,4
240026,2,2,3,3,4
240053,2,3,2,2,4
240060,4,2,3,3,4
240074,4,2,3,3,4
240088,4,2,2,3,4
241001,2,3,2,3,4
241015,4,1,4,4,5
241033,4,2,4,4,5
241035,4,3,1,4,2
241040,2,2,3,4,3
241042,1,3,2,4,4
241059,4,3,4,3,4
241067,5,2,4,4,4
241068,5,1,4,4,4
241070,2,3,4,4,4
241072,4,2,4,4,4
241078,2,3,4,4,4
241082,2,3,4,4,4
241087,2,2,3,4,3
241090,4,3,4,4,4
242020,5,1,3,3,5
242028,4,1,3,3,5
242072,4,1,3,3,5
242073,4,2,4,3,5
243003,4,2,4,4,4
243006,3,3,1,2,3
243007,4,2,4,4,4
243010,4,3,3,3,4
243012,4,4,4,3,4
243015,4,2,4,3,4
243016,4,2,3,3,4
243021,4,3,4,3,4
243022,2,4,3,3,4
243024,4,3,1,3,3
243031,3,3,3,3,4
243032,3,3,3,3,4
243034,4,2,3,3,4
243038,4,3,1,2,3
243043,3,3,3,3,3
243048,4,2,3,3,4
243052,4,3,3,3,4
243062,4,2,4,3,4
243067,4,2,4,2,4
243069,3,3,3,4,4
243076,3,3,4,4,4
243083,3,3,3,3,4
244001,4,2,4,3,4
244004,2,3,2,3,4
244005,4,2,4,3,4
244007,5,1,4,3,4
244009,3,3,3,3,4
244011,2,3,3,2,4
244013,4,2,4,4,5
244018,2,3,2,2,3
244019,4,2,3,3,4
244027,4,2,4,3,4
244037,3,2,4,3,4
244038,1,5,1,1,2
244041,3,3,3,3,3
244042,4,2,3,3,4
244044,3,3,3,3,4
244046,3,3,3,3,4
244047,3,3,3,3,4
244049,3,2,4,4,4
244050,4,1,4,3,4
244051,3,3,4,3,4
244053,3,3,2,3,3
244056,3,3,3,3,3
244058,3,3,3,3,4
244061,4,2,4,4,4
244063,3,3,3,3,4
244064,3,2,3,3,4
244069,4,2,4,3,4
244070,3,3,3,3,4
244075,5,1,4,4,5
245012,4,2,3,4,5
245020,3,2,3,3,4
245028,5,1,4,3,5
245029,4,2,4,3,4
245049,2,3,2,2,5
245051,5,1,4,4,5
245066,3,2,2,3,4
245070,3,2,3,4,4
245074,2,3,2,3,3
245075,4,2,3,2,4
245081,1,4,3,3,5
245084,2,3,3,3,4
246001,5,1,4,3,5
246003,5,2,3,3,4
246005,3,3,2,2,2
246006,4,3,4,3,5
246007,2,3,3,3,4
246008,5,1,4,4,5
246009,4,2,3,3,4
246012,2,3,2,3,5
246013,5,1,4,3,5
246015,2,3,4,4,5
246016,5,1,4,3,5
246017,2,3,2,4,4
246025,2,3,4,4,5
246027,4,2,4,4,5
246037,5,1,4,4,5
246040,4,2,5,3,5
246054,5,2,4,2,5
246056,2,3,3,3,4
246060,5,1,4,3,5
246063,4,2,4,4,5
246084,4,1,4,4,5
246086,4,1,5,3,5
248001,5,1,2,3,2
248003,2,2,3,2,3
248004,4,3,3,3,4
248006,5,2,4,3,4
248009,2,2,3,3,3
248010,5,1,5,4,3
248014,4,3,3,2,2
248017,4,4,4,3,3
248020,2,2,3,2,3
248022,4,2,3,3,3
248026,5,1,5,3,4
248038,5,1,3,3,3
248040,2,3,2,3,3
248042,4,2,3,3,3
248044,2,3,3,2,3
248051,5,3,3,3,4
248055,3,2,3,2,3
248058,3,3,3,3,3
248059,4,3,3,3,3
248064,4,3,2,2,3
248071,3,3,4,3,3
248083,2,2,3,3,3
248085,3,3,3,3,3
249006,3,3,2,3,3
249010,3,3,3,3,3
249017,4,2,3,3,5
249020,4,1,4,3,5
249028,4,3,2,3,3
249029,3,3,3,3,5
249031,3,3,3,3,5
249032,3,3,3,3,4
249040,4,2,3,3,5
249052,4,2,4,3,5
249054,3,3,4,3,5
249058,2,4,1,2,1
249062,4,2,3,3,5
249069,4,2,4,3,5
249070,3,3,3,3,5
249074,3,3,3,3,4
249076,4,2,3,3,4
249079,3,3,3,3,4
249084,4,2,4,3,5
250003,5,3,3,3,3
250004,4,2,2,3,2
250005,5,3,2,1,2
250007,2,3,1,2,2
250009,2,4,1,2,3
250010,3,3,2,3,2
250012,2,3,2,3,2
250026,1,3,1,3,2
250037,2,4,2,3,2
250039,3,3,2,3,2
250054,1,2,1,3,2
250055,2,3,2,3,2
250056,2,3,2,3,2
251004,4,2,3,3,5
251012,5,1,4,3,5
251017,3,3,3,3,4
251019,4,2,2,3,4
251022,4,3,3,2,4
251026,4,3,3,3,4
251034,4,1,3,3,5
251044,4,2,3,3,5
251047,4,3,4,3,4
251048,4,1,4,3,5
251051,2,3,2,3,4
251061,2,3,3,3,4
251063,4,1,2,3,4
251068,4,1,4,3,5
251080,4,3,4,3,4
251099,2,3,2,3,4
253015,4,2,4,4,4
253016,3,4,4,3,4
253018,2,3,4,3,3
253019,4,2,4,3,4
253022,4,2,4,3,4
253042,2,3,2,3,2
253046,2,3,3,3,4
253052,1,4,1,2,1
253058,4,2,4,3,4
253065,2,3,3,3,4
253067,2,3,1,2,1
253073,4,3,4,3,4
253078,2,2,2,3,2
253081,4,2,4,3,4
254005,5,2,5,3,5
254007,4,2,4,3,4
254014,4,1,4,3,5
254015,5,2,4,3,5
254017,5,2,4,3,5
254019,4,2,4,3,4
254023,5,2,5,4,5
254029,5,1,4,4,5
254031,5,1,4,3,5
254035,4,2,4,2,5
254042,4,1,5,4,5
254044,4,2,4,4,5
254046,5,2,4,4,5
254047,5,2,4,3,4
254050,4,2,4,3,5
254056,5,1,4,2,5
254057,5,1,4,4,5
254060,4,2,4,3,4
254068,5,2,3,3,5
254070,5,1,5,4,5
254077,5,2,4,4,5
254081,4,2,4,3,5
254083,4,2,4,3,4
254085,4,2,3,2,4
254088,5,1,4,4,5
254089,5,1,4,4,5
255001,2,3,3,3,5
255008,2,4,1,3,4
255016,4,2,3,3,5
255030,3,2,3,3,4
255031,5,1,2,3,4
255032,4,1,3,3,5
255035,5,1,3,3,5
255036,3,2,2,3,4
255038,3,4,2,2,2
255045,5,2,4,4,5
255047,2,4,1,3,5
255049,2,3,3,3,5
255051,4,1,3,4,4
255054,4,3,3,3,4
255055,3,3,3,3,5
255057,4,1,3,3,5
255063,4,1,3,3,5
255074,5,1,4,4,5
255078,5,1,3,3,4
255080,4,1,3,3,5
255084,5,1,3,4,5
255089,3,1,4,4,5
256003,2,3,2,3,3
256014,3,2,3,3,3
256015,4,2,3,3,4
256020,3,2,3,3,3
256024,4,2,2,2,2
256027,3,2,3,3,3
256028,2,3,2,3,3
256031,4,1,4,3,4
256041,4,2,4,3,4
256067,4,2,3,3,3
256069,4,1,4,4,4
256089,3,2,2,3,3
256090,4,1,4,3,4
257036,4,2,3,3,4
257038,2,2,2,3,4
257063,4,1,2,3,4
257065,4,2,3,3,4
257067,2,2,2,3,4
257078,4,1,3,3,5
257084,3,3,4,4,5
257088,3,1,2,2,4
257090,4,2,3,4,4
257093,3,2,2,3,4
257095,3,2,4,3,4
257098,4,1,3,4,5
257099,4,1,2,3,4
257110,4,1,2,3,4
257111,4,2,2,3,4
257113,4,1,3,4,4
257120,3,2,2,3,4
257127,4,3,4,3,4
257130,3,3,2,3,4
257136,4,1,4,4,4
257138,4,2,3,3,4
257142,3,3,3,3,4
257143,3,2,2,2,2
257157,3,2,2,2,4
257170,4,2,3,4,4
257174,3,3,1,2,1
257193,4,2,2,3,4
257211,2,3,2,3,4
257237,4,2,4,4,4
257260,5,1,3,4,5
257261,3,2,3,4,4
257262,2,3,2,4,4
257284,5,5,1,1,2
257312,2,4,2,3,3
257319,4,2,4,4,4
257320,4,2,3,4,4
257321,1,3,4,4,4
257332,4,2,3,3,4
257336,3,2,3,4,4
257352,3,3,3,2,4
257355,3,3,4,4,5
257362,5,2,4,4,5
257368,5,1,5,4,5
257369,5,1,5,4,5
257378,5,1,4,4,5
257388,5,2,5,4,5
257389,5,2,5,4,5
257394,4,3,3,4,4
257395,2,2,2,3,5
257412,3,3,1,4,2
257453,1,5,2,3,2
257471,5,1,4,4,5
257491,3,1,3,3,5
257511,5,1,4,3,5
257519,1,2,3,2,4
257528,4,1,3,4,5
257566,4,2,4,4,5
257576,4,1,5,4,4
257630,4,1,2,4,5
257631,5,1,3,3,5
257633,4,1,5,2,4
257652,1,2,2,2,3
257653,1,2,2,3,2
257656,4,1,3,4,5
257676,5,2,3,4,5
257703,4,2,4,4,5
257707,5,1,4,3,4
257716,4,1,4,4,5
257719,2,1,2,3,4
257742,4,1,3,3,3
257744,3,1,3,3,5
257745,1,1,1,3,2
258016,5,2,5,4,5
258023,3,3,3,3,4
258031,4,2,4,3,4
258032,5,3,5,3,5
258033,5,3,5,3,5
258039,5,1,5,4,5
258040,5,1,5,4,5
258057,3,2,3,4,5
258066,5,1,4,4,5
258076,5,3,3,3,4
258087,5,1,5,4,5
258088,5,2,4,4,5
259017,3,2,3,4,3
259025,2,3,3,3,3
259029,4,2,4,3,4
259043,3,2,3,3,4
259049,3,2,4,3,4
259061,3,3,3,2,3
259062,4,3,2,3,3
259069,4,1,5,4,5
260001,4,1,4,3,4
260002,3,3,3,3,3
260007,3,3,3,3,4
261007,2,4,2,2,3
261009,4,3,3,2,4
261024,4,3,3,3,4
261025,3,2,3,3,3
261030,4,3,4,3,4
261031,4,2,4,3,4
261042,3,3,3,2,4
261048,4,3,3,2,3
261049,3,3,3,2,3
261051,4,2,4,3,4
261061,4,3,4,3,4
261068,3,2,4,3,4
261075,3,2,4,3,4
261082,2,3,2,3,3
262005,2,3,3,4,3
262011,3,2,4,4,4
262015,4,2,3,3,4
262031,2,3,2,3,2
262032,2,3,2,4,3
262040,2,4,2,3,2
262045,4,2,3,3,3
262048,2,3,3,3,3
262051,4,2,3,4,4
262055,4,2,3,3,3
262057,3,3,3,3,3
262058,3,3,2,3,3
262060,4,2,3,3,4
262061,3,3,2,2,2
262063,3,2,3,3,4
262072,3,3,3,3,4
262087,4,2,3,3,4
263006,3,3,4,3,4
263007,4,1,3,4,5
263025,5,1,5,4,5
263026,5,1,5,4,5
263037,5,1,4,4,5
263046,4,1,4,4,5
263054,3,3,3,3,4
263057,5,1,5,4,5
263061,1,5,1,2,1
263065,5,1,5,4,5
263074,3,3,3,3,3
263078,5,1,5,4,5
263084,3,3,4,3,4
263089,5,1,5,4,5
264002,4,2,3,3,4
264005,3,3,3,3,4
264008,4,2,3,3,4
264025,3,1,4,3,4
264039,3,3,3,3,4
264048,2,2,2,3,4
264064,4,1,3,3,4
264071,5,1,4,3,5
264083,2,3,3,2,5
265002,5,1,5,1,5
265005,5,1,5,4,5
265006,5,1,5,4,5
265007,4,2,4,3,4
265012,5,1,5,4,5
265015,5,2,5,4,5
265018,4,2,5,3,5
265020,4,2,5,4,5
265058,5,1,5,4,5
265064,4,1,5,4,5
265071,5,1,5,4,5
265078,4,2,5,4,5
265082,5,1,5,4,5
266002,2,2,4,3,4
266005,1,5,1,3,3
266008,2,3,3,3,3
266009,1,5,1,2,1
266015,2,2,3,3,4
266016,4,1,3,3,4
266017,2,2,1,3,3
266018,1,5,1,3,4
266026,4,1,3,2,4
266027,3,2,1,3,4
266028,2,2,3,3,4
266033,2,2,3,3,4
266043,1,4,1,3,4
266044,1,5,1,2,1
266057,1,4,1,3,4
266080,1,5,1,2,4
266082,1,3,1,3,3
266088,2,3,2,3,4
266090,1,4,1,3,4
267002,2,2,1,3,2
267006,1,3,1,3,1
267010,4,1,1,3,5
267011,2,2,1,2,4
267012,5,1,1,3,5
267013,2,2,1,3,5
267016,4,1,4,4,5
267017,2,2,1,3,5
267018,4,1,3,4,5
267022,4,1,1,3,5
267023,2,2,1,3,3
267026,2,2,1,3,4
267029,3,2,1,3,4
267041,5,1,4,4,5
267042,2,1,1,2,2
267051,1,4,1,3,3
267055,2,2,1,3,4
267056,2,1,1,3,3
267066,2,2,1,3,4
267067,1,3,1,2,2
267071,1,5,1,4,2
267072,1,4,1,3,1
268001,5,1,4,3,4
268002,3,2,3,4,4
268003,4,1,4,4,5
268012,4,2,3,3,4
268014,4,2,5,4,5
268021,4,2,4,3,4
268028,5,1,5,4,5
268036,5,1,5,4,5
268037,4,1,5,4,5
268045,4,1,3,4,5
268047,5,1,5,4,5
268055,4,2,4,4,5
268056,3,2,4,3,4
268058,4,1,4,3,4
268060,3,2,4,4,4
268075,5,1,5,4,5
269001,5,1,4,4,5
269002,4,2,3,3,4
269019,3,3,3,3,3
269023,3,3,2,3,2
269025,2,3,2,3,2
269033,3,2,3,4,4
269044,3,3,3,3,3
269048,3,4,4,3,4
269062,3,3,2,3,3
269072,2,3,2,2,2
269089,3,3,3,3,3
270020,4,2,3,3,4
270026,5,1,3,4,5
270031,3,2,1,2,1
270032,2,3,2,3,4
270044,4,3,4,3,4
270045,2,3,3,3,4
270049,2,2,2,2,2
270060,4,4,4,4,4
270066,5,2,4,4,4
270071,3,3,3,3,4
270072,5,1,5,4,5
270074,3,1,3,3,3
270079,2,2,4,3,4
270089,3,1,3,3,4
271001,3,3,4,3,4
271006,5,2,5,4,5
271010,3,3,3,3,4
271011,4,2,4,4,5
271020,4,2,5,4,5
271021,2,4,3,2,4
271024,4,3,4,3,4
271027,2,3,3,3,4
271032,4,2,3,3,5
271033,2,4,3,3,4
271034,1,4,3,2,4
271035,4,3,4,3,5
271038,4,3,4,3,4
271041,3,2,4,4,5
271047,2,4,1,4,4
271053,4,4,3,2,5
271057,2,4,2,3,2
271058,1,5,3,2,2
271065,2,3,2,2,5
271068,5,3,3,3,5
271070,2,4,3,2,3
271071,5,3,4,2,5
271073,2,3,2,3,3
271075,5,3,4,4,5
271078,1,4,2,2,2
271080,4,2,5,4,5
271084,4,2,4,4,5
272001,4,2,5,3,4
272002,2,3,3,3,4
272003,4,2,4,3,4
272004,4,2,4,3,4
272008,4,2,3,3,4
272009,4,3,3,3,4
272014,5,2,4,4,5
272016,5,2,4,3,4
272023,4,2,4,3,4
272038,4,3,4,3,4
272050,3,3,4,3,5
272058,2,3,3,3,5
272059,2,3,3,3,4
